transaction_id,customer_id,transaction_date,amount,transaction_type,status,payment_method,year_month,cohort_month,transaction_month
CUST_000005_TXN_0009,CUST_000005,04-10-2023,396.25,Subscription,Completed,Credit Card,2023-10,2023-02,2023-10
CUST_000005_TXN_0010,CUST_000005,04-11-2023,517.06,Subscription,Completed,Credit Card,2023-11,2023-02,2023-11
CUST_000005_TXN_0011,CUST_000005,04-12-2023,407.56,Subscription,Completed,ACH,2023-12,2023-02,2023-12
CUST_000005_TXN_0012,CUST_000005,04-01-2024,406.77,Subscription,Completed,Credit Card,2024-01,2023-02,2024-01
CUST_000005_TXN_0013,CUST_000005,04-02-2024,433.17,Subscription,Completed,Credit Card,2024-02,2023-02,2024-02
CUST_000005_TXN_0014,CUST_000005,04-03-2024,387.56,Subscription,Completed,PayPal,2024-03,2023-02,2024-03
CUST_000005_TXN_0015,CUST_000005,04-04-2024,627.44,Subscription,Completed,Credit Card,2024-04,2023-02,2024-04
CUST_000005_TXN_0016,CUST_000005,04-05-2024,378.18,Subscription,Completed,ACH,2024-05,2023-02,2024-05
CUST_000005_TXN_0017,CUST_000005,04-06-2024,399.46,Subscription,Completed,Credit Card,2024-06,2023-02,2024-06
CUST_000005_TXN_0018,CUST_000005,04-07-2024,554.46,Subscription,Completed,Credit Card,2024-07,2023-02,2024-07
CUST_000005_TXN_0019,CUST_000005,04-08-2024,421.55,Subscription,Completed,Credit Card,2024-08,2023-02,2024-08
CUST_000005_TXN_0020,CUST_000005,04-09-2024,424.66,Subscription,Completed,Wire Transfer,2024-09,2023-02,2024-09
CUST_000005_TXN_0021,CUST_000005,04-10-2024,398.38,Subscription,Completed,Credit Card,2024-10,2023-02,2024-10
CUST_000005_TXN_0022,CUST_000005,04-11-2024,389.37,Subscription,Completed,Wire Transfer,2024-11,2023-02,2024-11
CUST_000005_TXN_0023,CUST_000005,04-12-2024,438.44,Subscription,Completed,Wire Transfer,2024-12,2023-02,2024-12
CUST_000006_TXN_0001,CUST_000006,31-12-2022,53.33,New,Completed,Wire Transfer,2022-12,2022-12,2022-12
CUST_000006_TXN_0002,CUST_000006,31-01-2023,50.19,Subscription,Completed,PayPal,2023-01,2022-12,2023-01
CUST_000006_TXN_0003,CUST_000006,28-02-2023,48.76,Subscription,Completed,Credit Card,2023-02,2022-12,2023-02
CUST_000006_TXN_0004,CUST_000006,28-03-2023,72.51,Subscription,Completed,Credit Card,2023-03,2022-12,2023-03
CUST_000006_TXN_0005,CUST_000006,28-04-2023,46.7,Subscription,Completed,Credit Card,2023-04,2022-12,2023-04
CUST_000006_TXN_0006,CUST_000006,28-05-2023,44.46,Subscription,Completed,Wire Transfer,2023-05,2022-12,2023-05
CUST_000006_TXN_0007,CUST_000006,28-06-2023,48.1,Subscription,Completed,Credit Card,2023-06,2022-12,2023-06
CUST_000006_TXN_0008,CUST_000006,28-07-2023,61.89,Subscription,Completed,Credit Card,2023-07,2022-12,2023-07
CUST_000006_TXN_0009,CUST_000006,28-08-2023,50.73,Subscription,Completed,ACH,2023-08,2022-12,2023-08
CUST_000006_TXN_0010,CUST_000006,28-09-2023,45.72,Subscription,Completed,Credit Card,2023-09,2022-12,2023-09
CUST_000006_TXN_0011,CUST_000006,28-10-2023,45.18,Subscription,Completed,ACH,2023-10,2022-12,2023-10
CUST_000006_TXN_0012,CUST_000006,28-11-2023,53.48,Subscription,Completed,Credit Card,2023-11,2022-12,2023-11
CUST_000006_TXN_0013,CUST_000006,28-12-2023,46.53,Subscription,Completed,Credit Card,2023-12,2022-12,2023-12
CUST_000006_TXN_0014,CUST_000006,28-01-2024,49.45,Subscription,Completed,ACH,2024-01,2022-12,2024-01
CUST_000006_TXN_0015,CUST_000006,28-02-2024,50.05,Subscription,Completed,Credit Card,2024-02,2022-12,2024-02
CUST_000006_TXN_0016,CUST_000006,28-03-2024,49.36,Subscription,Completed,ACH,2024-03,2022-12,2024-03
CUST_000006_TXN_0017,CUST_000006,28-04-2024,46.84,Subscription,Completed,Credit Card,2024-04,2022-12,2024-04
CUST_000006_TXN_0018,CUST_000006,28-05-2024,44.57,Subscription,Completed,Credit Card,2024-05,2022-12,2024-05
CUST_000006_TXN_0019,CUST_000006,28-06-2024,48.11,Subscription,Completed,ACH,2024-06,2022-12,2024-06
CUST_000006_TXN_0020,CUST_000006,28-07-2024,49.78,Subscription,Completed,ACH,2024-07,2022-12,2024-07
CUST_000006_TXN_0021,CUST_000006,28-08-2024,45.98,Subscription,Completed,Credit Card,2024-08,2022-12,2024-08
CUST_000006_TXN_0022,CUST_000006,28-09-2024,49.57,Subscription,Completed,Credit Card,2024-09,2022-12,2024-09
CUST_000006_TXN_0023,CUST_000006,28-10-2024,48.24,Subscription,Completed,Wire Transfer,2024-10,2022-12,2024-10
CUST_000006_TXN_0024,CUST_000006,28-11-2024,46.29,Subscription,Completed,Credit Card,2024-11,2022-12,2024-11
CUST_000006_TXN_0025,CUST_000006,28-12-2024,53.4,Subscription,Completed,PayPal,2024-12,2022-12,2024-12
CUST_000007_TXN_0001,CUST_000007,20-09-2024,163.39,New,Completed,Credit Card,2024-09,2024-09,2024-09
CUST_000007_TXN_0002,CUST_000007,20-10-2024,139.76,Subscription,Completed,Credit Card,2024-10,2024-09,2024-10
CUST_000007_TXN_0003,CUST_000007,20-11-2024,152.63,Subscription,Completed,Credit Card,2024-11,2024-09,2024-11
CUST_000007_TXN_0004,CUST_000007,20-12-2024,169.57,Subscription,Completed,Credit Card,2024-12,2024-09,2024-12
CUST_000008_TXN_0001,CUST_000008,10-11-2022,374.32,New,Completed,ACH,2022-11,2022-11,2022-11
CUST_000008_TXN_0002,CUST_000008,10-12-2022,386.48,Subscription,Completed,PayPal,2022-12,2022-11,2022-12
CUST_000008_TXN_0003,CUST_000008,10-01-2023,378.65,Subscription,Completed,PayPal,2023-01,2022-11,2023-01
CUST_000008_TXN_0004,CUST_000008,10-02-2023,370.1,Subscription,Completed,Credit Card,2023-02,2022-11,2023-02
CUST_000008_TXN_0005,CUST_000008,10-03-2023,396.48,Subscription,Completed,Credit Card,2023-03,2022-11,2023-03
CUST_000008_TXN_0006,CUST_000008,10-04-2023,392.53,Subscription,Completed,ACH,2023-04,2022-11,2023-04
CUST_000008_TXN_0007,CUST_000008,10-05-2023,432.08,Subscription,Completed,Credit Card,2023-05,2022-11,2023-05
CUST_000008_TXN_0008,CUST_000008,10-06-2023,499.91,Subscription,Completed,Credit Card,2023-06,2022-11,2023-06
CUST_000008_TXN_0009,CUST_000008,10-07-2023,363.97,Subscription,Completed,Wire Transfer,2023-07,2022-11,2023-07
CUST_000008_TXN_0010,CUST_000008,10-08-2023,359.42,Subscription,Completed,Wire Transfer,2023-08,2022-11,2023-08
CUST_000008_TXN_0011,CUST_000008,10-09-2023,367.68,Subscription,Completed,Wire Transfer,2023-09,2022-11,2023-09
CUST_000008_TXN_0012,CUST_000008,10-10-2023,376.22,Subscription,Completed,Wire Transfer,2023-10,2022-11,2023-10
CUST_000008_TXN_0013,CUST_000008,10-11-2023,367.99,Subscription,Completed,Credit Card,2023-11,2022-11,2023-11
CUST_000008_TXN_0014,CUST_000008,10-12-2023,424.21,Subscription,Completed,Credit Card,2023-12,2022-11,2023-12
CUST_000008_TXN_0015,CUST_000008,10-01-2024,407.07,Subscription,Completed,ACH,2024-01,2022-11,2024-01
CUST_000008_TXN_0016,CUST_000008,10-02-2024,425.39,Subscription,Completed,PayPal,2024-02,2022-11,2024-02
CUST_000008_TXN_0017,CUST_000008,10-03-2024,421.23,Subscription,Completed,Credit Card,2024-03,2022-11,2024-03
CUST_000008_TXN_0018,CUST_000008,10-04-2024,384.33,Subscription,Completed,Credit Card,2024-04,2022-11,2024-04
CUST_000008_TXN_0019,CUST_000008,10-05-2024,435.82,Subscription,Completed,Credit Card,2024-05,2022-11,2024-05
CUST_000008_TXN_0020,CUST_000008,10-06-2024,371.96,Subscription,Completed,Credit Card,2024-06,2022-11,2024-06
CUST_000008_TXN_0021,CUST_000008,10-07-2024,395.42,Subscription,Completed,Credit Card,2024-07,2022-11,2024-07
CUST_000008_TXN_0022,CUST_000008,10-08-2024,389.16,Subscription,Completed,Credit Card,2024-08,2022-11,2024-08
CUST_000008_TXN_0023,CUST_000008,10-09-2024,437.58,Subscription,Completed,Credit Card,2024-09,2022-11,2024-09
CUST_000008_TXN_0024,CUST_000008,10-10-2024,420.94,Subscription,Completed,Credit Card,2024-10,2022-11,2024-10
CUST_000008_TXN_0025,CUST_000008,10-11-2024,374,Subscription,Completed,Credit Card,2024-11,2022-11,2024-11
CUST_000008_TXN_0026,CUST_000008,10-12-2024,426.83,Subscription,Completed,Credit Card,2024-12,2022-11,2024-12
CUST_000009_TXN_0001,CUST_000009,26-06-2024,157.14,New,Completed,Wire Transfer,2024-06,2024-06,2024-06
CUST_000009_TXN_0002,CUST_000009,26-07-2024,136.84,Subscription,Completed,Credit Card,2024-07,2024-06,2024-07
CUST_000009_TXN_0003,CUST_000009,26-08-2024,209.17,Subscription,Completed,ACH,2024-08,2024-06,2024-08
CUST_000009_TXN_0004,CUST_000009,26-09-2024,138.25,Subscription,Completed,Credit Card,2024-09,2024-06,2024-09
CUST_000009_TXN_0005,CUST_000009,26-10-2024,148.82,Subscription,Completed,Credit Card,2024-10,2024-06,2024-10
CUST_000009_TXN_0006,CUST_000009,26-11-2024,153.43,Subscription,Completed,Credit Card,2024-11,2024-06,2024-11
CUST_000009_TXN_0007,CUST_000009,26-12-2024,160.23,Subscription,Completed,Credit Card,2024-12,2024-06,2024-12
CUST_000010_TXN_0001,CUST_000010,01-05-2020,46.12,New,Completed,Credit Card,2020-05,2020-05,2020-05
CUST_000010_TXN_0002,CUST_000010,01-06-2020,50.48,Subscription,Completed,Credit Card,2020-06,2020-05,2020-06
CUST_000010_TXN_0003,CUST_000010,01-07-2020,46.29,Subscription,Completed,Credit Card,2020-07,2020-05,2020-07
CUST_000010_TXN_0004,CUST_000010,01-08-2020,53.45,Subscription,Completed,PayPal,2020-08,2020-05,2020-08
CUST_000010_TXN_0005,CUST_000010,01-09-2020,49.75,Subscription,Completed,Credit Card,2020-09,2020-05,2020-09
CUST_000010_TXN_0006,CUST_000010,01-10-2020,51.86,Subscription,Completed,Credit Card,2020-10,2020-05,2020-10
CUST_000010_TXN_0007,CUST_000010,01-11-2020,45.04,Subscription,Completed,Credit Card,2020-11,2020-05,2020-11
CUST_000010_TXN_0008,CUST_000010,01-12-2020,52.24,Subscription,Completed,ACH,2020-12,2020-05,2020-12
CUST_000010_TXN_0009,CUST_000010,01-01-2021,50.43,Subscription,Completed,Credit Card,2021-01,2020-05,2021-01
CUST_000010_TXN_0010,CUST_000010,01-02-2021,52.76,Subscription,Completed,Credit Card,2021-02,2020-05,2021-02
CUST_000010_TXN_0011,CUST_000010,01-03-2021,46.63,Subscription,Completed,Credit Card,2021-03,2020-05,2021-03
CUST_000010_TXN_0012,CUST_000010,01-04-2021,47.31,Subscription,Completed,Credit Card,2021-04,2020-05,2021-04
CUST_000010_TXN_0013,CUST_000010,01-05-2021,49.19,Subscription,Completed,Wire Transfer,2021-05,2020-05,2021-05
CUST_000010_TXN_0014,CUST_000010,01-06-2021,49.34,Subscription,Completed,Wire Transfer,2021-06,2020-05,2021-06
CUST_000010_TXN_0015,CUST_000010,01-07-2021,45.17,Subscription,Completed,ACH,2021-07,2020-05,2021-07
CUST_000010_TXN_0016,CUST_000010,01-08-2021,44.81,Subscription,Completed,Credit Card,2021-08,2020-05,2021-08
CUST_000010_TXN_0017,CUST_000010,01-09-2021,51.36,Subscription,Completed,Credit Card,2021-09,2020-05,2021-09
CUST_000010_TXN_0018,CUST_000010,01-10-2021,53.63,Subscription,Completed,Credit Card,2021-10,2020-05,2021-10
CUST_000010_TXN_0019,CUST_000010,01-11-2021,48.59,Subscription,Completed,Credit Card,2021-11,2020-05,2021-11
CUST_000010_TXN_0020,CUST_000010,01-12-2021,53.03,Subscription,Completed,Credit Card,2021-12,2020-05,2021-12
CUST_000010_TXN_0021,CUST_000010,01-01-2022,51.79,Subscription,Completed,Credit Card,2022-01,2020-05,2022-01
CUST_000010_TXN_0022,CUST_000010,01-02-2022,57.33,Subscription,Completed,PayPal,2022-02,2020-05,2022-02
CUST_000010_TXN_0023,CUST_000010,01-03-2022,47.93,Subscription,Completed,Credit Card,2022-03,2020-05,2022-03
CUST_000010_TXN_0024,CUST_000010,01-04-2022,45.71,Subscription,Completed,ACH,2022-04,2020-05,2022-04
CUST_000010_TXN_0025,CUST_000010,01-05-2022,71.33,Subscription,Completed,Wire Transfer,2022-05,2020-05,2022-05
CUST_000010_TXN_0026,CUST_000010,01-06-2022,48.42,Subscription,Completed,Credit Card,2022-06,2020-05,2022-06
CUST_000010_TXN_0027,CUST_000010,01-07-2022,47.06,Subscription,Completed,ACH,2022-07,2020-05,2022-07
CUST_000010_TXN_0028,CUST_000010,01-08-2022,47.36,Subscription,Completed,Credit Card,2022-08,2020-05,2022-08
CUST_000010_TXN_0029,CUST_000010,01-09-2022,45.77,Subscription,Completed,ACH,2022-09,2020-05,2022-09
CUST_000010_TXN_0030,CUST_000010,01-10-2022,48.35,Subscription,Completed,Wire Transfer,2022-10,2020-05,2022-10
CUST_000010_TXN_0031,CUST_000010,01-11-2022,48.84,Subscription,Completed,Credit Card,2022-11,2020-05,2022-11
CUST_000010_TXN_0032,CUST_000010,01-12-2022,46.78,Subscription,Completed,Credit Card,2022-12,2020-05,2022-12
CUST_000010_TXN_0033,CUST_000010,01-01-2023,46.99,Subscription,Completed,Credit Card,2023-01,2020-05,2023-01
CUST_000010_TXN_0034,CUST_000010,01-02-2023,51.37,Subscription,Completed,Credit Card,2023-02,2020-05,2023-02
CUST_000010_TXN_0035,CUST_000010,01-03-2023,48.25,Subscription,Completed,Credit Card,2023-03,2020-05,2023-03
CUST_000010_TXN_0036,CUST_000010,01-04-2023,46.75,Subscription,Completed,Credit Card,2023-04,2020-05,2023-04
CUST_000010_TXN_0037,CUST_000010,01-05-2023,48.62,Subscription,Completed,PayPal,2023-05,2020-05,2023-05
CUST_000010_TXN_0038,CUST_000010,01-06-2023,49.92,Subscription,Completed,Credit Card,2023-06,2020-05,2023-06
CUST_000010_TXN_0039,CUST_000010,01-07-2023,52.71,Subscription,Completed,PayPal,2023-07,2020-05,2023-07
CUST_000010_TXN_0040,CUST_000010,01-08-2023,52.86,Subscription,Completed,Credit Card,2023-08,2020-05,2023-08
CUST_000010_TXN_0041,CUST_000010,01-09-2023,50.14,Subscription,Completed,Credit Card,2023-09,2020-05,2023-09
CUST_000010_TXN_0042,CUST_000010,01-10-2023,45.73,Subscription,Completed,Wire Transfer,2023-10,2020-05,2023-10
CUST_000010_TXN_0043,CUST_000010,01-11-2023,45.64,Subscription,Completed,Wire Transfer,2023-11,2020-05,2023-11
CUST_000010_TXN_0044,CUST_000010,01-12-2023,48.36,Subscription,Completed,Credit Card,2023-12,2020-05,2023-12
CUST_000010_TXN_0045,CUST_000010,01-01-2024,51.32,Subscription,Completed,Wire Transfer,2024-01,2020-05,2024-01
CUST_000010_TXN_0046,CUST_000010,01-02-2024,47.29,Subscription,Completed,Credit Card,2024-02,2020-05,2024-02
CUST_000010_TXN_0047,CUST_000010,01-03-2024,50.46,Subscription,Completed,ACH,2024-03,2020-05,2024-03
CUST_000010_TXN_0048,CUST_000010,01-04-2024,45.48,Subscription,Completed,Credit Card,2024-04,2020-05,2024-04
CUST_000010_TXN_0049,CUST_000010,01-05-2024,52.33,Subscription,Completed,Credit Card,2024-05,2020-05,2024-05
CUST_000010_TXN_0050,CUST_000010,01-06-2024,47.31,Subscription,Completed,Credit Card,2024-06,2020-05,2024-06
CUST_000010_TXN_0051,CUST_000010,01-07-2024,51.18,Subscription,Completed,Wire Transfer,2024-07,2020-05,2024-07
CUST_000010_TXN_0052,CUST_000010,01-08-2024,51.37,Subscription,Completed,Wire Transfer,2024-08,2020-05,2024-08
CUST_000010_TXN_0053,CUST_000010,01-09-2024,49.49,Subscription,Completed,Credit Card,2024-09,2020-05,2024-09
CUST_000010_TXN_0054,CUST_000010,01-10-2024,46.08,Subscription,Completed,Credit Card,2024-10,2020-05,2024-10
CUST_000010_TXN_0055,CUST_000010,01-11-2024,66.89,Subscription,Completed,Credit Card,2024-11,2020-05,2024-11
CUST_000010_TXN_0056,CUST_000010,01-12-2024,52.58,Subscription,Completed,Credit Card,2024-12,2020-05,2024-12
CUST_000011_TXN_0001,CUST_000011,11-04-2021,382.54,New,Completed,ACH,2021-04,2021-04,2021-04
CUST_000011_TXN_0002,CUST_000011,11-05-2021,426.39,Subscription,Completed,Wire Transfer,2021-05,2021-04,2021-05
CUST_000011_TXN_0003,CUST_000011,11-06-2021,402.2,Subscription,Completed,Credit Card,2021-06,2021-04,2021-06
CUST_000011_TXN_0004,CUST_000011,11-07-2021,406.2,Subscription,Completed,Credit Card,2021-07,2021-04,2021-07
CUST_000011_TXN_0005,CUST_000011,11-08-2021,433.77,Subscription,Completed,Credit Card,2021-08,2021-04,2021-08
CUST_000011_TXN_0006,CUST_000011,11-09-2021,422.64,Subscription,Completed,Credit Card,2021-09,2021-04,2021-09
